nume,pret,sortimente,Date,RobotName,RobotVersion
Carne Tocata de Porc cora,14.49 Lei/kilogram,Carne,20171006,cora,v1
Pulpa de Pui cu Spate Durdulan,8.49 Lei/kilogram,Carne,20171006,cora,v1
Fragedo ficat pui,13.99 11.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo piept pui dezosat feliat,22.99 19.99 Lei/kilogram,Carne,20171006,cora,v1
cora amestec carne tocata porc si vita,16.99 14.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo piept pui dezosat,21.99 Lei/kilogram,Carne,20171006,cora,v1
Piept de Pui Dezosat fara piele Durdulan,19.99 Lei/kilogram,Carne,20171006,cora,v1
Durdulan pulpe de pui inferioare,11.99 Lei/kilogram,Carne,20171006,cora,v1
Agricola pui grill punga,9.99 Lei/kilogram,Carne,20171006,cora,v1
cora carnati porc,16.99 Lei/kilogram,Carne,20171006,cora,v1
cora Cotlet De Porc Fara Os,20.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pipote si inimi,13.18 11.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo mini fileuri din piept de pui dezosat,23.99 Lei/kilogram,Carne,20171006,cora,v1
Agricola puiul fericit spinari si spate de pui,6.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo Transavia aripioare de pui fara varf,12.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo carne tocata din piept de pui,21.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pulpe de pui dezosate fara piele,18.69 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pulpe de pui inferioare,14.69 Lei/kilogram,Carne,20171006,cora,v1
cora pulpe de pui afumate,15.81 Lei/kilogram,Carne,20171006,cora,v1
cora piept porc feliat cu os si sorici,16.49 Lei/kilogram,Carne,20171006,cora,v1
Mici de Vita si Oaie cora,17.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo carne tocata din pulpa de pui dezosata,16.99 Lei/kilogram,Carne,20171006,cora,v1
Piept de Pui cu os Fragedo,14.19 Lei/kilogram,Carne,20171006,cora,v1
cora muschiulet porc,26.99 Lei/kilogram,Carne,20171006,cora,v1
cora carne tocata spata de porc,16.49 Lei/kilogram,Carne,20171006,cora,v1
Chipotalas de Porc cora,17.99 Lei/kilogram,Carne,20171006,cora,v1
cora pulpa porc fara os,16.99 13.49 Lei/kilogram,Carne,20171006,cora,v1
cora ceafa porc fara os,20.99 Lei/kilogram,Carne,20171006,cora,v1
cora rasol de porc feliat,9.99 Lei/kilogram,Carne,20171006,cora,v1
Pulpe de Pui cu os Puiul Fericit Agricola,19.79 Lei/kilogram,Carne,20171006,cora,v1
cora carne tocata porc si vita,16.99 14.99 Lei/kilogram,Carne,20171006,cora,v1
Integra sorici de porc parlit 200g,5.90 5.00 Lei/buc,Carne,20171006,cora,v1
Carne de porc pentru snitel,19.99 Lei/kilogram,Carne,20171006,cora,v1
Pui Grill Puiul Fericit Agricola,19.99 Lei/kilogram,Carne,20171006,cora,v1
cora Piept De Porc Feliat Cu Os Si Sorici,16.49 Lei/kilogram,Carne,20171006,cora,v1
Agricola piept de pui cu os,14.29 Lei/kilogram,Carne,20171006,cora,v1
Spata de Manzat fara Os,26.99 Lei/kilogram,Carne,20171006,cora,v1
Avicola Focsani piept de pui dezosat,19.99 Lei/kilogram,Carne,20171006,cora,v1
cora cubulete porc extra,18.99 Lei/kilogram,Carne,20171006,cora,v1
Agricola piept de pui dezosat feliat,21.99 19.99 Lei/kilogram,Carne,20171006,cora,v1
cora carnati porc,15.99 Lei/kilogram,Carne,20171006,cora,v1
Avicola Focsani pulpe inferioare de pui,13.79 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pulpe de pui dezosate fara piele,18.19 Lei/kilogram,Carne,20171006,cora,v1
Fragedo Family Pack piept de pui dezosat fara piele,20.49 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pulpe de pui superioare,11.99 9.99 Lei/kilogram,Carne,20171006,cora,v1
Agricola inner file,19.69 Lei/kilogram,Carne,20171006,cora,v1
Fragedo Family Pack pulpa pui cu os,11.99 Lei/kilogram,Carne,20171006,cora,v1
Spate de Curcan Penes Galli Gallo,6.39 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pui grill,11.49 Lei/kilogram,Carne,20171006,cora,v1
Carnati Traditionali Merguez,16.99 Lei/kilogram,Carne,20171006,cora,v1
Galli Gallo Carne de Curcan,8.49 Lei/kilogram,Carne,20171006,cora,v1
Galli Gallo Gaturi de Curcan,12.69 Lei/kilogram,Carne,20171006,cora,v1
Fleica de Porc cora,15.99 Lei/kilogram,Carne,20171006,cora,v1
cora burta vita,16.99 Lei/kilogram,Carne,20171006,cora,v1
"Penes piept de curcan dezosat, fara piele",32.52 Lei/kilogram,Carne,20171006,cora,v1
cora rasol manzat cu os 2buc,19.99 Lei/kilogram,Carne,20171006,cora,v1
cora file de porc afumat,28.99 Lei/kilogram,Carne,20171006,cora,v1
Integra sorici cu boia,29.59 25.09 Lei/kilogram,Carne,20171006,cora,v1
cora pulpa de vitel fara os,39.99 Lei/kilogram,Carne,20171006,cora,v1
Agricola Puiul Fericit piept de pui dezosat,28.99 Lei/kilogram,Carne,20171006,cora,v1
cora carne tocata de manzat,22.99 Lei/kilogram,Carne,20171006,cora,v1
cora cubulete manzat,28.99 Lei/kilogram,Carne,20171006,cora,v1
Fragedo pulpe de pui cu os,11.99 Lei/kilogram,Carne,20171006,cora,v1
Piept de Pui cu os Puiul Fericit Agricola,20.99 Lei/kilogram,Carne,20171006,cora,v1
Ferma Vranceana pui grill Avicola Focsani,10.59 Lei/kilogram,Carne,20171006,cora,v1
